id,Title,Categories,"Country name","City name","State abbreviation",sources_source_link
7023,"Is Salem Tap Water Safe to Drink?","North America>United States of America>Oregon",,Salem,OR,
7024,"Is Salina Tap Water Safe to Drink?","North America>United States of America>Kansas",,Salina,KS,
7009,"Is Rockwall Tap Water Safe to Drink?","North America>United States of America>Texas",,Rockwall,TX,
7010,"Is Rocky Mount Tap Water Safe to Drink?","North America>United States of America>North Carolina",,"Rocky Mount",NC,
7011,"Is Rogers Tap Water Safe to Drink?","North America>United States of America>Arkansas",,Rogers,AR,
7012,"Is Roseburg Tap Water Safe to Drink?","North America>United States of America>Oregon",,Roseburg,OR,
7013,"Is Roseville Tap Water Safe to Drink?","North America>United States of America>California",,Roseville,CA,
7014,"Is Sacramento Tap Water Safe to Drink?","North America>United States of America>California",,Sacramento,CA,
7015,"Is Saginaw Tap Water Safe to Drink?","North America>United States of America>Michigan",,Saginaw,MI,
7016,"Is Saint Charles Tap Water Safe to Drink?","North America>United States of America>Missouri",,"Saint Charles",MO,
7017,"Is Saint Cloud Tap Water Safe to Drink?","North America>United States of America>Minnesota",,"Saint Cloud",MN,
7018,"Is Saint George Tap Water Safe to Drink?","North America>United States of America>Utah",,"Saint George",UT,
7019,"Is Saint Joseph Tap Water Safe to Drink?","North America>United States of America>Missouri",,"Saint Joseph",MO,
7037,"Is San Mateo Tap Water Safe to Drink?","North America>United States of America>California",,"San Mateo",CA,
7053,"Is Schenectady Tap Water Safe to Drink?","North America>United States of America>New York",,Schenectady,NY,
7038,"Is San Rafael Tap Water Safe to Drink?","North America>United States of America>California",,"San Rafael",CA,
7022,"Is Saint Petersburg Tap Water Safe to Drink?","North America>United States of America>Florida",,"Saint Petersburg",FL,
7039,"Is Sandusky Tap Water Safe to Drink?","North America>United States of America>Ohio",,Sandusky,OH,
7025,"Is Salisbury Tap Water Safe to Drink?","North America>United States of America>Maryland",,Salisbury,MD,
7026,"Is Salt Lake City Tap Water Safe to Drink?","North America>United States of America>Utah",,"Salt Lake City",UT,
7027,"Is San Angelo Tap Water Safe to Drink?","North America>United States of America>Texas",,"San Angelo",TX,
7028,"Is San Antonio Tap Water Safe to Drink?","North America>United States of America>Texas",,"San Antonio",TX,
7029,"Is San Bernardino Tap Water Safe to Drink?","North America>United States of America>California",,"San Bernardino",CA,
7030,"Is San Diego Tap Water Safe to Drink?","North America>United States of America>California",,"San Diego",CA,
7031,"Is San Dimas Tap Water Safe to Drink?","North America>United States of America>California",,"San Dimas",CA,
7033,"Is San Jose Tap Water Safe to Drink?","North America>United States of America>California",,"San Jose",CA,
7049,"Is Sarasota Tap Water Safe to Drink?","North America>United States of America>Florida",,Sarasota,FL,
7034,"Is San Leandro Tap Water Safe to Drink?","North America>United States of America>California",,"San Leandro",CA,
7050,"Is Saratoga Springs Tap Water Safe to Drink?","North America>United States of America>New York",,"Saratoga Springs",NY,
7035,"Is San Luis Obispo Tap Water Safe to Drink?","North America>United States of America>California",,"San Luis Obispo",CA,
7051,"Is Savannah Tap Water Safe to Drink?","North America>United States of America>Georgia",,Savannah,GA,https://www.lonelyplanet.com/usa/the-south/savannah/health
7036,"Is San Marcos Tap Water Safe to Drink?","North America>United States of America>Texas",,"San Marcos",TX,
7052,"Is Schaumburg Tap Water Safe to Drink?","North America>United States of America>Illinois",,Schaumburg,IL,
7069,"Is Sioux City Tap Water Safe to Drink?","North America>United States of America>Iowa",,"Sioux City",IA,
7040,"Is Santa Ana Tap Water Safe to Drink?","North America>United States of America>California",,"Santa Ana",CA,
7041,"Is Santa Barbara Tap Water Safe to Drink?","North America>United States of America>California",,"Santa Barbara",CA,
7042,"Is Santa Clara Tap Water Safe to Drink?","North America>United States of America>California",,"Santa Clara",CA,
7043,"Is Santa Clarita Tap Water Safe to Drink?","North America>United States of America>California",,"Santa Clarita",CA,
7044,"Is Santa Cruz Tap Water Safe to Drink?","North America>United States of America>California",,"Santa Cruz",CA,
7045,"Is Santa Fe Tap Water Safe to Drink?","North America>United States of America>New Mexico",,"Santa Fe",NM,
7046,"Is Santa Maria Tap Water Safe to Drink?","North America>United States of America>California",,"Santa Maria",CA,
7062,"Is Shelby Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Shelby,NC,
7047,"Is Santa Monica Tap Water Safe to Drink?","North America>United States of America>California",,"Santa Monica",CA,
7063,"Is Sheridan Tap Water Safe to Drink?","North America>United States of America>Wyoming",,Sheridan,WY,
7048,"Is Santa Rosa Tap Water Safe to Drink?","North America>United States of America>California",,"Santa Rosa",CA,
7064,"Is Sherman Tap Water Safe to Drink?","North America>United States of America>Texas",,Sherman,TX,
7065,"Is Shreveport Tap Water Safe to Drink?","North America>United States of America>Louisiana",,Shreveport,LA,
7066,"Is Sierra Vista Tap Water Safe to Drink?","North America>United States of America>Arizona",,"Sierra Vista",AZ,
7067,"Is Silver Spring Tap Water Safe to Drink?","North America>United States of America>Maryland",,"Silver Spring",MD,
7068,"Is Simi Valley Tap Water Safe to Drink?","North America>United States of America>California",,"Simi Valley",CA,
7085,"Is St. Augustine Tap Water Safe to Drink?","North America>United States of America>Florida",,"St. Augustine",FL,
7054,"Is Scottsdale Tap Water Safe to Drink?","North America>United States of America>Arizona",,Scottsdale,AZ,
7055,"Is Scranton Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Scranton,PA,
7056,"Is SeaTac Tap Water Safe to Drink?","North America>United States of America>Washington",,SeaTac,WA,
7072,"Is Smithtown Tap Water Safe to Drink?","North America>United States of America>New York",,Smithtown,NY,
7057,"Is Seattle Tap Water Safe to Drink?","North America>United States of America>Washington",,Seattle,WA,
7073,"Is Somerset Tap Water Safe to Drink?","North America>United States of America>New Jersey",,Somerset,NJ,
7058,"Is Sebring Tap Water Safe to Drink?","North America>United States of America>Florida",,Sebring,FL,
7074,"Is Somerville Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Somerville,MA,
7059,"Is Sedalia Tap Water Safe to Drink?","North America>United States of America>Missouri",,Sedalia,MO,
7075,"Is South Bend Tap Water Safe to Drink?","North America>United States of America>Indiana",,"South Bend",IN,
7060,"Is Seward Tap Water Safe to Drink?","North America>United States of America>Alaska",,Seward,AK,
7076,"Is Southfield Tap Water Safe to Drink?","North America>United States of America>Michigan",,Southfield,MI,
7061,"Is Sheboygan Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,Sheboygan,WI,
7077,"Is Spartanburg Tap Water Safe to Drink?","North America>United States of America>South Carolina",,Spartanburg,SC,
7078,"Is Spokane Tap Water Safe to Drink?","North America>United States of America>Washington",,Spokane,WA,
7079,"Is Spring Hill Tap Water Safe to Drink?","North America>United States of America>Florida",,"Spring Hill",FL,
7080,"Is Springfield Tap Water Safe to Drink?","North America>United States of America>Illinois",,Springfield,IL,
7081,"Is Springfield Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Springfield,MA,
7082,"Is Springfield Tap Water Safe to Drink?","North America>United States of America>Missouri",,Springfield,MO,
7083,"Is Springfield Tap Water Safe to Drink?","North America>United States of America>Oregon",,Springfield,OR,
7084,"Is Springfield Tap Water Safe to Drink?","North America>United States of America>Virginia",,Springfield,VA,
7101,"Is Tacoma Tap Water Safe to Drink?","North America>United States of America>Washington",,Tacoma,WA,
7070,"Is Sioux Falls Tap Water Safe to Drink?","North America>United States of America>South Dakota",,"Sioux Falls",SD,
7086,"Is Stamford Tap Water Safe to Drink?","North America>United States of America>Connecticut",,Stamford,CT,
7071,"Is Sitka Tap Water Safe to Drink?","North America>United States of America>Alaska",,Sitka,AK,
7092,"Is Stevens Point Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,"Stevens Point",WI,
7093,"Is Stillwater Tap Water Safe to Drink?","North America>United States of America>Oklahoma",,Stillwater,OK,
7094,"Is Stockton Tap Water Safe to Drink?","North America>United States of America>California",,Stockton,CA,
7095,"Is Sugar Land Tap Water Safe to Drink?","North America>United States of America>Texas",,"Sugar Land",TX,
7096,"Is Sumter Tap Water Safe to Drink?","North America>United States of America>South Carolina",,Sumter,SC,
7097,"Is Sunnyvale Tap Water Safe to Drink?","North America>United States of America>California",,Sunnyvale,CA,
7098,"Is Sunrise Tap Water Safe to Drink?","North America>United States of America>Florida",,Sunrise,FL,
7099,"Is Surprise Tap Water Safe to Drink?","North America>United States of America>Arizona",,Surprise,AZ,
7100,"Is Syracuse Tap Water Safe to Drink?","North America>United States of America>New York",,Syracuse,NY,
7102,"Is Tallahassee Tap Water Safe to Drink?","North America>United States of America>Florida",,Tallahassee,FL,
7087,"Is Starkville Tap Water Safe to Drink?","North America>United States of America>Mississippi",,Starkville,MS,
7088,"Is State College Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,"State College",PA,
7089,"Is Staten Island Tap Water Safe to Drink?","North America>United States of America>New York",,"Staten Island",NY,
7090,"Is Statesboro Tap Water Safe to Drink?","North America>United States of America>Georgia",,Statesboro,GA,
7091,"Is Sterling Heights Tap Water Safe to Drink?","North America>United States of America>Michigan",,"Sterling Heights",MI,
7107,"Is Temple Tap Water Safe to Drink?","North America>United States of America>Texas",,Temple,TX,
7108,"Is Terre Haute Tap Water Safe to Drink?","North America>United States of America>Indiana",,"Terre Haute",IN,
7109,"Is Texarkana Tap Water Safe to Drink?","North America>United States of America>Texas",,Texarkana,TX,
7110,"Is The Woodlands Tap Water Safe to Drink?","North America>United States of America>Texas",,"The Woodlands",TX,
7111,"Is Thornton Tap Water Safe to Drink?","North America>United States of America>Colorado",,Thornton,CO,
7112,"Is Thousand Oaks Tap Water Safe to Drink?","North America>United States of America>California",,"Thousand Oaks",CA,
7113,"Is Toledo Tap Water Safe to Drink?","North America>United States of America>Ohio",,Toledo,OH,
7117,"Is Tracy Tap Water Safe to Drink?","North America>United States of America>California",,Tracy,CA,
7103,"Is Tampa Tap Water Safe to Drink?","North America>United States of America>Florida",,Tampa,FL,
7104,"Is Taos Tap Water Safe to Drink?","North America>United States of America>New Mexico",,Taos,NM,
7105,"Is Temecula Tap Water Safe to Drink?","North America>United States of America>California",,Temecula,CA,
7106,"Is Tempe Tap Water Safe to Drink?","North America>United States of America>Arizona",,Tempe,AZ,
7124,"Is Tuscaloosa Tap Water Safe to Drink?","North America>United States of America>Alabama",,Tuscaloosa,AL,
7125,"Is Twin Falls Tap Water Safe to Drink?","North America>United States of America>Idaho",,"Twin Falls",ID,
7126,"Is Tyler Tap Water Safe to Drink?","North America>United States of America>Texas",,Tyler,TX,
7127,"Is Ukiah Tap Water Safe to Drink?","North America>United States of America>California",,Ukiah,CA,
7128,"Is Upland Tap Water Safe to Drink?","North America>United States of America>California",,Upland,CA,
7129,"Is Urbana Tap Water Safe to Drink?","North America>United States of America>Illinois",,Urbana,IL,
7114,"Is Toms River Tap Water Safe to Drink?","North America>United States of America>New Jersey",,"Toms River",NJ,
7130,"Is Utica Tap Water Safe to Drink?","North America>United States of America>New York",,Utica,NY,
7115,"Is Topeka Tap Water Safe to Drink?","North America>United States of America>Kansas",,Topeka,KS,
7131,"Is Vacaville Tap Water Safe to Drink?","North America>United States of America>California",,Vacaville,CA,
7116,"Is Torrance Tap Water Safe to Drink?","North America>United States of America>California",,Torrance,CA,
7133,"Is Vallejo Tap Water Safe to Drink?","North America>United States of America>California",,Vallejo,CA,
7118,"Is Traverse City Tap Water Safe to Drink?","North America>United States of America>Michigan",,"Traverse City",MI,
7119,"Is Trenton Tap Water Safe to Drink?","North America>United States of America>New Jersey",,Trenton,NJ,
7120,"Is Troy Tap Water Safe to Drink?","North America>United States of America>Michigan",,Troy,MI,
7121,"Is Tucson Tap Water Safe to Drink?","North America>United States of America>Arizona",,Tucson,AZ,
7122,"Is Tulsa Tap Water Safe to Drink?","North America>United States of America>Oklahoma",,Tulsa,OK,
7123,"Is Tupelo Tap Water Safe to Drink?","North America>United States of America>Mississippi",,Tupelo,MS,
7142,"Is Visalia Tap Water Safe to Drink?","North America>United States of America>California",,Visalia,CA,
7143,"Is Vista Tap Water Safe to Drink?","North America>United States of America>California",,Vista,CA,
7144,"Is Waco Tap Water Safe to Drink?","North America>United States of America>Texas",,Waco,TX,
7145,"Is Wadsworth Tap Water Safe to Drink?","North America>United States of America>Ohio",,Wadsworth,OH,
7146,"Is Waldorf Tap Water Safe to Drink?","North America>United States of America>Maryland",,Waldorf,MD,
7147,"Is Walla Walla Tap Water Safe to Drink?","North America>United States of America>Washington",,"Walla Walla",WA,
7132,"Is Valdosta Tap Water Safe to Drink?","North America>United States of America>Georgia",,Valdosta,GA,
7149,"Is Warner Robins Tap Water Safe to Drink?","North America>United States of America>Georgia",,"Warner Robins",GA,
7134,"Is Valparaiso Tap Water Safe to Drink?","North America>United States of America>Indiana",,Valparaiso,IN,
7135,"Is Vancouver Tap Water Safe to Drink?","North America>United States of America>Washington",,Vancouver,WA,
7136,"Is Venice Tap Water Safe to Drink?","North America>United States of America>Florida",,Venice,FL,
7137,"Is Ventura Tap Water Safe to Drink?","North America>United States of America>California",,Ventura,CA,
7138,"Is Vero Beach Tap Water Safe to Drink?","North America>United States of America>Florida",,"Vero Beach",FL,
7139,"Is Victoria Tap Water Safe to Drink?","North America>United States of America>Texas",,Victoria,TX,
7140,"Is Victorville Tap Water Safe to Drink?","North America>United States of America>California",,Victorville,CA,
7141,"Is Virginia Beach Tap Water Safe to Drink?","North America>United States of America>Virginia",,"Virginia Beach",VA,
7159,"Is Wausau Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,Wausau,WI,
7160,"Is Waynesville Tap Water Safe to Drink?","North America>United States of America>Missouri",,Waynesville,MO,
7161,"Is Webster Tap Water Safe to Drink?","North America>United States of America>New York",,Webster,NY,
7162,"Is Wenatchee Tap Water Safe to Drink?","North America>United States of America>Washington",,Wenatchee,WA,
7163,"Is West Chester Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,"West Chester",PA,
7164,"Is West Hartford Tap Water Safe to Drink?","North America>United States of America>Connecticut",,"West Hartford",CT,
7148,"Is Walnut Creek Tap Water Safe to Drink?","North America>United States of America>California",,"Walnut Creek",CA,
7150,"Is Warren Tap Water Safe to Drink?","North America>United States of America>Michigan",,Warren,MI,
7152,"Is Wasilla Tap Water Safe to Drink?","North America>United States of America>Alaska",,Wasilla,AK,
7153,"Is Waterbury Tap Water Safe to Drink?","North America>United States of America>Connecticut",,Waterbury,CT,
7154,"Is Waterloo Tap Water Safe to Drink?","North America>United States of America>Iowa",,Waterloo,IA,
7155,"Is Watertown Tap Water Safe to Drink?","North America>United States of America>New York",,Watertown,NY,
7156,"Is Watertown Tap Water Safe to Drink?","North America>United States of America>South Dakota",,Watertown,SD,
7157,"Is Waukegan Tap Water Safe to Drink?","North America>United States of America>Illinois",,Waukegan,IL,
7158,"Is Waukesha Tap Water Safe to Drink?","North America>United States of America>Wisconsin",,Waukesha,WI,
7174,"Is Wichita Falls Tap Water Safe to Drink?","North America>United States of America>Texas",,"Wichita Falls",TX,
7175,"Is Wilkes-Barre Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Wilkes-Barre,PA,
7176,"Is Williamsburg Tap Water Safe to Drink?","North America>United States of America>Virginia",,Williamsburg,VA,
7177,"Is Williamsport Tap Water Safe to Drink?","North America>United States of America>Pennsylvania",,Williamsport,PA,
7178,"Is Williston Tap Water Safe to Drink?","North America>United States of America>North Dakota",,Williston,ND,
7179,"Is Wilmington Tap Water Safe to Drink?","North America>United States of America>Delaware",,Wilmington,DE,
7180,"Is Wilmington Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Wilmington,NC,
7165,"Is West Hollywood Tap Water Safe to Drink?","North America>United States of America>California",,"West Hollywood",CA,
7166,"Is West Lafayette Tap Water Safe to Drink?","North America>United States of America>Indiana",,"West Lafayette",IN,
7182,"Is Winston-Salem Tap Water Safe to Drink?","North America>United States of America>North Carolina",,Winston-Salem,NC,
7167,"Is West New York Tap Water Safe to Drink?","North America>United States of America>New Jersey",,"West New York",NJ,
7183,"Is Woodbridge Tap Water Safe to Drink?","North America>United States of America>New Jersey",,Woodbridge,NJ,
7168,"Is West Palm Beach Tap Water Safe to Drink?","North America>United States of America>Florida",,"West Palm Beach",FL,
7184,"Is Woodbridge Tap Water Safe to Drink?","North America>United States of America>Virginia",,Woodbridge,VA,
7169,"Is West Plains Tap Water Safe to Drink?","North America>United States of America>Missouri",,"West Plains",MO,
7185,"Is Woodstock Tap Water Safe to Drink?","North America>United States of America>Georgia",,Woodstock,GA,
7170,"Is Wheaton Tap Water Safe to Drink?","North America>United States of America>Illinois",,Wheaton,IL,
7186,"Is Wooster Tap Water Safe to Drink?","North America>United States of America>Ohio",,Wooster,OH,
7171,"Is Wheeling Tap Water Safe to Drink?","North America>United States of America>West Virginia",,Wheeling,WV,
7187,"Is Worcester Tap Water Safe to Drink?","North America>United States of America>Massachusetts",,Worcester,MA,
7172,"Is White Plains Tap Water Safe to Drink?","North America>United States of America>New York",,"White Plains",NY,
7173,"Is Wichita Tap Water Safe to Drink?","North America>United States of America>Kansas",,Wichita,KS,
7181,"Is Winchester Tap Water Safe to Drink?","North America>United States of America>Virginia",,Winchester,VA,
735,"Is Miami Tap Water Safe to Drink? (2020)","North America>United States of America>Florida",,Miami,FL,
469,"Is Honolulu Tap Water Safe To Drink? (2020)","North America>United States of America>Hawaii",,Honolulu,HI,
984,"Is Las Vegas Tap Water Safe to Drink? (2020)","North America>United States of America>Nevada",,"Las Vegas",NV,"https://www.lonelyplanet.com/usa/las-vegas/health,https://www.lonelyplanet.com/usa/las-vegas/healt"
2647,"Is Chicago Tap Water Safe to Drink? (2020)","North America>United States of America>Illinois",,Chicago,IL,
116,"Is New York Tap Water Safe to Drink? (2020)","North America>United States of America>New York",,"New York",NY,
1326,"Is Washington D.C. Tap Water Safe to Drink? (2020)","North America>United States of America>District of Columbia",,Washington,DC,
842,"Is Los Angeles Tap Water Safe for Drinking? (2020)","North America>United States of America>California",,"Los Angeles",CA,https://www.lonelyplanet.com/usa/los-angeles/health
1405,"Is San Francisco Tap Water Safe to Drink? (2020)","North America>United States of America>California",," San Francisco",CA,https://www.lonelyplanet.com/usa/san-francisco/health
